Category,Sub Cat 1,Sub Cat 2,Product Code,Product Title,Sub Title,Product Price Description,Temperature Range,Refrigerant,Refrigerant Charge,Defrost,Shelves,Baskets,Int Finish,Ext Finish,Power,kWh/24hr,Watts,Noise Level dB,Max Ambient,Reversible Door,Climate Class,Capacity Ltr,Capacity Cuft,Ext H,Ext W,Ext D,Weight KG,Int H,Int W,Int D,Pack H,Pack W,Pack D,Packed Weight KG,Features,Thumbnail,Image,Image Caption,Packed Image,Packed Image Caption,Diagram,Diagram Caption,PDF Page No,Order,Catalogue Supplier Name,Next Day Delivery,Delivery Group,Special Installation,Site Survey,New,Sales Description,Fresh Fish,Fresh Meat,Price,Nett,Resale,Manufacturer,TaxID,Differences,Width Feature,Depth Feature,Height Feature
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,NIC200SCEB,NIC SCEB Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.583333333,R404a,110,Manual,,1,Hammered Aluminium,White,13 Amp,2.63,200,45,30C at 55% RH,,4,176ltr,6.22,918,740,650,52,571,600,510,,,,63,*Curved sliding lids*Static cooling*Lock*Castors*Digital temperature display*Defrost drain*Fan assisted condenser,,,,,,,,084.pdf,,Tefcold,Y,GROUP 2,No,No,Y,,,,529,365.01,399.5008,2,1,,740mm,650mm,918mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,NIC300SCEB,NIC SCEB Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.583333333,R404a,135,Manual,,1,Hammered Aluminium,White,13 Amp,2.7,220,45,30C at 55% RH,,4,327ltr,11.55,918,1030,650,62,571,890,510,,,,76,*Curved sliding lids*Static cooling*Lock*Castors*Digital temperature display*Defrost drain*Fan assisted condenser,,nic300-stocked-13.jpg;nic300-13.jpg,NIC300SCEB Stocked;NIC300SCEB,nic300sceb-pkd-11.jpg,NIC300SCEB Packed,,,,,Tefcold,Y,GROUP 2,No,No,Y,,,,598,412.62,451.6096,2,1,,1030mm,650mm,918mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,NIC400SCEB,NIC SCEB Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.583333333,R404a,155,Manual,,2,Hammered Aluminium,White,13 Amp,4.2,300,45,30C at 55% RH,,4,442ltr,15.61,918,1320,650,72,571,1180,510,,,,87,*Curved sliding lids*Static cooling*Lock*Castors*Digital temperature display*Defrost drain*Fan assisted condenser,,,,,,,,,Y,Tefcold,Y,GROUP 2,No,No,Y,,,,680,469.2,513.536,2,1,,1320mm,650mm,918mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,NIC500SCEB,NIC SCEB Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.583333333,R404a,165,Manual,,2,Hammered Aluminium,White,13 Amp,5.2,400,45,30C at 55% RH,,4,541ltr,19.11,918,1570,650,110,571,1430,510,,,,122,*Curved sliding lids*Static cooling*Lock*Castors*Digital temperature display*Defrost drain*Fan assisted condenser,,,,,,,,,Y,Tefcold,Y,GROUP 2,No,No,Y,,,,784,540.96,592.0768,2,1,,1570mm,650mm,918mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,FOCUS 73 GREY,Focus Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.695652174,R134a,130,Manual,,2,Hammered Aluminium,White/Grey,13 Amp,2.51,141,40,30C at 55% RH,,4,161ltr,5.8,850,726,656,44,670,570,500,880,765,760,47,*Frameless curved sliding lids*Static cooling*Castors*Defrost drain*Fan assisted condenser*Red and blue trim options to order,,,,,,,,085.pdf,,Elcold,Y,GROUP 2,No,No,,"A premium unit from Elcold the leading manufacturer of quality chest freezers. The Focus is chosen by many leading ice cream suppliers and frozen food companies for its great looks and high level of build quality and low energy consumption. Frameless curved sliding lids for excellent display, moulded top trim, and castors fitted as standard. This linked to build quality and reliability results in one of the best chest freezers you can buy. Stocked as standard with grey trim with red and blue trim options available to order.",,,541,373.29,408.5632,2,1,,726mm,656mm,850mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,FOCUS 106 GREY,Focus Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.695652174,R134a,155,Manual,,2,Hammered Aluminium,White/Grey,13 Amp,2.88,166,40,30C at 55% RH,,4,270ltr,9.6,850,1056,656,54,670,900,500,880,1095,760,58,*Frameless curved sliding lids*Static cooling*Castors*Defrost drain*Fan assisted condenser*Red and blue trim options to order,,focus106-grey-13.jpg;focus106-red-13.jpg,Focus 106 Grey;Red & Blue trim options available to order,,,,,,,Elcold,Y,GROUP 2,No,No,,,,,605,417.45,456.896,2,1,,1056mm,656mm,850mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,FOCUS 131 GREY,Focus Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.695652174,R134a,185,Manual,,2,Hammered Aluminium,White/Grey,13 Amp,3.22,211,40,30C at 55% RH,,4,352ltr,12.6,850,1306,656,62,670,1150,500,880,1345,760,66,*Frameless curved sliding lids*Static cooling*Castors*Defrost drain*Fan assisted condenser*Red and blue trim options to order,,,,,,,,,,Elcold,Y,GROUP 2,No,No,,,,,663,457.47,500.6976,2,1,,1306mm,656mm,850mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,FOCUS 151 GREY,Focus Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.695652174,R404a,180,Manual,,2,Hammered Aluminium,White/Grey,13 Amp,4.49,420,40,30C at 55% RH,,4,418ltr,14.9,850,1506,656,68,670,1350,500,880,1545,760,73,*Frameless curved sliding lids*Static cooling*Castors*Defrost drain*Fan assisted condenser*Red and blue trim options to order,,,,,,,,,Y,Elcold,Y,GROUP 2,No,No,,,,,748,516.12,564.8896,2,1,,1506mm,656mm,850mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,FOCUS 171 GREY,Focus Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.695652174,R404a,200,Manual,,2,Hammered Aluminium,White/Grey,13 Amp,5.13,445,40,30C at 55% RH,,4,484ltr,17.3,850,1706,656,73,670,1550,500,880,1760,760,79,*Frameless curved sliding lids*Static cooling*Castors*Defrost drain*Fan assisted condenser*Red and blue trim options to order,,,,,,,,,Y,Elcold,Y,GROUP 2,No,No,,,,,785,541.65,592.832,2,1,,1706mm,656mm,850mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,NIC100,NIC100,Sliding Curved Glass Lid Chest Freezer,White/Grey,0.583333333,R404a,135,Manual,,,Aluminium,White/Grey,13 Amp,2.5,190,45,25C at 60% RH,,3,130ltr,4.6,910,645,650,48,590,510,515,970,700,700,53,*Curved sliding lower lid*Static cooling*Castors 2 lockable*Temperature display*Internal divider system*Optional rear illuminated display board - POA,,nic100-stocked-13.jpg;nic100-13.jpg,NIC100 Stocked;NIC100,nic100-pkd-12.jpg,NIC100 Packed,,,086a.pdf,,Tefcold,Y,GROUP 1,No,No,,Where space is at a premium the NIC100 with its tiny 645x650mm footprint is ideal as an impulse freezer. Great for ice cream and lollies as well as frozen food. Curved sliding lower lid set into a moulded trim to give a great display. The unit comes with a divider system as standard to organise product and help keep the cabinet tidy. Fitted with castors (2 lockable) for easy movement and a temperature display is fitted as standard.,,,557,384.33,420.6464,2,1,,645mm,650mm,910mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,ST160,ST160,Hinged Glass Lid Chest Freezer,White Flat lid,0.583333333,R134a,75,Manual,,1,Aluminium,White,13 Amp,0.68,130,42,25C at 60% RH,,3,115ltr,4.1,870,550,550,35,755,435,435,960,600,660,43,*Flat hinged lid*Static cooling*Lock*Castors*Defrost drain,,st160-open-stocked-10.jpg;st160-open-10.jpg;st160-10.jpg,ST160 Open Stocked;ST160 Open;ST160,st160-pkd-11.jpg,ST160 Packed,,,086.pdf,,Tefcold,Y,GROUP 1,No,No,,The Tefcold ST160 is an ideal impulse freezer. The unit comes with a flat glass hinged lid with lock as standard and 1 basket. Castors come as standard (but not fitted) as well as s temperature display. A good solidly built reliable unit. Ideal for where space is tight.,,,440,303.6,332.288,2,1,,550mm,550mm,870mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,ST200,ST Range,Hinged Glass Lid Chest Freezer,White Flat lid,0.56,R404a,120,Manual,,2,Aluminium,White,13 Amp,2.2,230,45,25C at 60% RH,,3,167ltr,5.9,903,720,715,52,682,600,510,,,,57,*Flat hinged lid*Static cooling*Lock*Castors*Defrost drain*Optional rear illuminated display board - POA*Optional divider system - POA,,,,,,,,087.pdf,,Tefcold,Y,GROUP 2,No,No,,"A good solidly build quality unit from Tefcold. The ST range comes with a flat glass hinged lid with sturdy aluminium frame, a set of baskets, temperature display and castors fitted as standard. An excellent budget chest freezer at a great price. Available in 5  sizes to suit all situations.",,,544,375.36,410.8288,2,1,,720mm,715mm,903mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,ST300,ST Range,Hinged Glass Lid Chest Freezer,White Flat lid,0.538461538,R404a,170,Manual,,2,Aluminium,White,13 Amp,3.1,330,45,25C at 60% RH,,3,261ltr,9.2,903,1012,715,64,682,892,510,,,,71,*Flat hinged lid*Static cooling*Lock*Castors*Defrost drain*Optional rear illuminated display board - POA*Optional divider system - POA,,,,st300-pkd-12.jpg,ST300 Packed,,,,,Tefcold,Y,GROUP 2,No,No,,,,,611,421.59,461.4272,2,1,,1012mm,715mm,903mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,ST400,ST Range,Hinged Glass Lid Chest Freezer,White Flat lid,0.518518519,R404a,190,Manual,,3,Aluminium,White,13 Amp,3.5,330,45,25C at 60% RH,,3,355ltr,12.5,903,1302,715,76,682,1182,510,,,,91,*Flat hinged lid*Static cooling*Lock*Castors*Defrost drain*Optional rear illuminated display board - POA*Optional divider system - POA,,st400-12.jpg,ST400,,,,,,,Tefcold,Y,GROUP 2,No,No,,,,,687,474.03,518.8224,2,1,,1302mm,715mm,903mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,ST500,ST Range,Hinged Glass Lid Chest Freezer,White Flat lid,0.5,R404a,230,Manual,,3,Aluminium,White,13 Amp,3.8,345,45,25C at 60% RH,,3,471ltr,16.6,903,1552,715,83,682,1432,510,,,,101,*Flat hinged lid*Static cooling*Lock*Castors*Defrost drain*Optional rear illuminated display board - POA*Optional divider system - POA,,,,,,,,,,Tefcold,,GROUP 2,No,No,,,,,752,518.88,567.9104,2,1,,1552mm,715mm,903mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,ST700,ST Range,Hinged Glass Lid Chest Freezer,White Flat lid,0.482758621,R404a,270,Manual,,4,Aluminium,White,13 Amp,4.5,345,45,25C at 60% RH,,3,646ltr,22.8,903,2055,715,104,682,1935,510,,,,119,*Flat hinged lid*Static cooling*Lock*Castors*Defrost drain*Optional rear illuminated display board - POA*Optional divider system - POA,,,,,,,,,,Tefcold,,GROUP 2,No,No,,,,,933,643.77,704.6016,2,1,,2055mm,715mm,903mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,EK26ST,EK ST Range,Sliding Flat Glass Lid Chest Freezer,White Flat lid,0.818181818,R134a,150,Manual,,2,Hammered Aluminium,White,13 Amp,2.25,225,58,25C at 60% RH,,3,190ltr,6.7,880,724,634,50,714,606,510,,,,0,*Flat sliding lids*Static cooling*Lock*Castors*Defrost drain*Fan assisted condenser,ek-st-range-14.jpg,,,,,,,088.pdf,,Derby,Y,GROUP 2,No,No,,Derby have been at the forefront of refrigeration design and manufacture for decades and their freezers have built up an excellent reputation within the food service industry. The EK-ST range is a great budget chest freezer with lockable sliding glass lids mounted into an smart aluminium frame. Castors are fitted as standard and the cabinet is supplied with a full set of baskets to maximise display space.,,,491,338.79,370.8032,2,1,,724mm,634mm,880mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,EK36ST,EK ST Range,Sliding Flat Glass Lid Chest Freezer,White Flat lid,0.818181818,R134a,200,Manual,,4,Hammered Aluminium,White,13 Amp,3.4,237,58,25C at 60% RH,,3,296ltr,10.4,880,1014,634,59,714,890,510,,,,0,*Flat sliding lids*Static cooling*Lock*Castors*Defrost drain*Fan assisted condenser,,ek36st-stocked-10.jpg;ek36st-10.jpg,EK36ST Stocked;EK36ST,,,,,,,Derby,Y,GROUP 2,No,No,,,,,565,389.85,426.688,2,1,,1014mm,634mm,880mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,EK46ST,EK ST Range,Sliding Flat Glass Lid Chest Freezer,White Flat lid,0.818181818,R134a,290,Manual,,5,Hammered Aluminium,White,13 Amp,6.9,256,58,25C at 60% RH,,3,401ltr,14.2,880,1304,634,71,714,1179,510,,,,0,*Flat sliding lids*Static cooling*Lock*Castors*Defrost drain*Fan assisted condenser,,,,ek46st-pkd-11.jpg,EK46ST Packed,,,,,Derby,Y,GROUP 2,No,No,,,,,601,414.69,453.8752,2,1,,1304mm,634mm,880mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,EK56ST,EK ST Range,Sliding Flat Glass Lid Chest Freezer,White Flat lid,0.818181818,R134a,315,Manual,,6,Hammered Aluminium,White,13 Amp,7.2,257,58,25C at 60% RH,,3,493ltr,17.4,880,1554,634,81,714,1429,510,,,,0,*Flat sliding lids*Static cooling*Lock*Castors*Defrost drain*Fan assisted condenser,,ek56st-stocked-10.jpg;ek56st-10.jpg,EK56ST Stocked;EK56ST,,,,,,,Derby,Y,GROUP 2,No,No,,,,,663,457.47,500.6976,2,1,,1554mm,634mm,880mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,EK27C,EK C Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.818181818,R134a,165,Manual,,2,Hammered Aluminium,White,13 Amp,2.25,225,58,25C at 60% RH,,3,188ltr,6.6,880,724,634,44,714,606,520,,,,0,*Curved sliding lids*Static cooling*Lock*Castors*Defrost drain*Fan assisted condenser,ek-c-range-14.jpg,ek27c-stocked-10.jpg;ek27c-10.jpg,EK27C Stocked;EK27C,,,,,089.pdf,,Derby,Y,GROUP 2,No,No,,The EK-C range is a great budget chest freezer with lockable curved sliding glass lids mounted into an smart aluminium frame that slopes towards the front to create an attractive display. Castors are fitted as standard and the cabinet is supplied with a full set of baskets to maximise display space.,,,504,347.76,380.6208,2,1,,724mm,634mm,880mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,EK37C,EK C Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.818181818,R134a,190,Manual,,4,Hammered Aluminium,White,13 Amp,4.5,237,58,25C at 60% RH,,3,292ltr,10.3,880,1014,634,54,714,890,520,,,,0,*Curved sliding lids*Static cooling*Lock*Castors*Defrost drain*Fan assisted condenser,,,,,,,,,,Derby,Y,GROUP 2,No,No,,,,,579,399.51,437.2608,2,1,,1014mm,634mm,880mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,EK47C,EK C Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.818181818,R134a,305,Manual,,5,Hammered Aluminium,White,13 Amp,5.7,256,58,25C at 60% RH,,3,395ltr,13.9,880,1304,634,64,714,1179,520,,,,0,*Curved sliding lids*Static cooling*Lock*Castors*Defrost drain*Fan assisted condenser,,ek47c-stocked-10.jpg;ek47c-10.jpg,EK47C Stocked;EK47C,ek47c-pkd-11.jpg,EK47C Packed,,,,,Derby,Y,GROUP 2,No,No,,,,,661,456.09,499.1872,2,1,,1304mm,634mm,880mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,EK57C,EK C Range,Sliding Curved Glass Lid Chest Freezer,White Curved Lid,0.818181818,R134a,320,Manual,,6,Hammered Aluminium,White,13 Amp,7.2,257,58,25C at 60% RH,,3,485ltr,17.1,880,1540,634,73,714,1429,520,,,,0,*Curved sliding lids*Static cooling*Lock*Castors*Defrost drain*Fan assisted condenser,,,,,,,,,,Derby,Y,GROUP 2,No,No,,,,,742,511.98,560.3584,2,1,,1540mm,634mm,880mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,ACL320,ACL Range,Sliding Curved Glass Lid Chest Freezer,White Sliding Lid,0.818181818,R134a,190,Manual,,4,White,White,13 Amp,1.8,137,42,25C at 60% RH,,3,290ltr,10.2,890,1103,600,52,710,980,480,920,1120,700,60,*Curved sliding lids*Static cooling*Castors*Temperature display*Defrost drain*Fan assisted condenser,acl-range-14.jpg,acl320-08.jpg,ACL320,,,,,090.jpg,,Arcaboa,Y,GROUP 2,No,No,,An excellent curved sliding glass lid chest freezer from Arcaboa. Attractive blue trim around the top of the unit and easily accessible controls and temperature display. Castors fitted as standard and the unit comes with a full set of baskets. Excellent for convenience stores and freezer centres.,,,710,489.9,536.192,2,1,,1103mm,600mm,890mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,ACL430,ACL Range,Sliding Curved Glass Lid Chest Freezer,White Sliding Lid,0.818181818,R134a,220,Manual,,5,White,White,13 Amp,2.2,186,42,25C at 60% RH,,3,392ltr,13.8,890,1406,600,58,710,1280,480,920,1430,700,66,*Curved sliding lids*Static cooling*Castors*Temperature display*Defrost drain*Fan assisted condenser,,acl430-08.jpg,ACL430,acl430-pkd-11.jpg,ACL430 Packed,,,,,Arcaboa,Y,GROUP 2,No,No,,,,,789,544.41,595.8528,2,1,,1406mm,600mm,890mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,ACL550,ACL Range,Sliding Curved Glass Lid Chest Freezer,White Sliding Lid,0.818181818,R134a,240,Manual,,6,White,White,13 Amp,2.4,186,42,25C at 60% RH,,3,527ltr,18.6,890,1806,600,64,710,1690,480,940,1830,700,72,*Curved sliding lids*Static cooling*Castors*Temperature display*Defrost drain*Fan assisted condenser,,acl550-08.jpg,ACL550,,,,,,,Arcaboa,Y,GROUP 2,No,No,,,,,898,619.62,678.1696,2,1,,1806mm,600mm,890mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,VCL320,VCL Range,Hinged Curved Glass Lid Chest Freezer,White Hinged Lid,0.818181818,R134a,190,Manual,,5,White,White,13 Amp,1.8,137,42,25C at 60% RH,,3,290ltr,10.2,930,1140,660,52,710,980,480,940,1120,700,60,*Curved hinged lid*Static cooling*Castors*Temperature display*Defrost drain*Fan assisted condenser*Bumper bars,vcl-range-14.jpg,vcl320-08.jpg,VCL320,,,,,091.pdf,,Arcaboa,Y,GROUP 2,No,No,,An excellent curved hinged glass lid chest freezer from Arcaboa. Hinged lids give the advantage of a better seal around the frame which helps increase the efficiency and lowers energy consumption. Also it gives customers easy access to the whole cabinet once the lid is open. Customers are also significantly less likely to leave a hinged lid open compared to a sliding lid again lowering energy consumption and reducing icing up in the freezer. Attractive blue trim around the top of the unit and easily accessible controls and temperature display. Castors fitted as standard and the unit comes with a full set of baskets. The lid is counter balanced to make opening and closing simple and easy. Excellent for convenience stores and freezer centres.,,,748,516.12,564.8896,2,1,,1140mm,660mm,930mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,VCL430,VCL Range,Hinged Curved Glass Lid Chest Freezer,White Hinged Lid,0.818181818,R134a,220,Manual,,6,White,White,13 Amp,2.2,186,42,25C at 60% RH,,3,392ltr,13.8,930,1440,660,58,710,1280,480,940,1430,700,66,*Curved hinged lid*Static cooling*Castors*Temperature display*Defrost drain*Fan assisted condenser*Bumper bars,,vcl430-08.jpg;vcl430-open-08.jpg,VCL430;VCL430 Open,vcl430-pkd-11.jpg,VCL430 Packed,,,,,Arcaboa,Y,GROUP 2,No,No,,,,,839,578.91,633.6128,2,1,,1440mm,660mm,930mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,VCL550,VCL Range,Hinged Curved Glass Lid Chest Freezer,White Hinged Lid,0.818181818,R134a,240,Manual,,8,White,White,13 Amp,2.4,186,42,25C at 60% RH,,3,527ltr,18.6,930,1850,660,64,710,1690,480,940,1830,700,99,*Curved hinged lid*Static cooling*Castors*Temperature display*Defrost drain*Fan assisted condenser*Bumper bars,,vcl550-08.jpg,VCL550,,,,,,,Arcaboa,Y,GROUP 2,No,No,,,,,993,685.17,749.9136,2,1,,1850mm,660mm,930mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,VCL700,VCL Range,Hinged Curved Glass Lid Chest Freezer,White Hinged Lid,0.818181818,R134a,2 x 160,Manual,,7 Large,White,White,13 Amp,4.3,332,48,25C at 60% RH,,3,657ltr,23.2,930,1950,760,104,710,1790,580,940,1930,800,147,*Curved hinged lid*Static cooling*Castors*Temperature display*Defrost drain*Fan assisted condenser*Bumper bars,,,,,,,,,,Arcaboa,,GROUP 2,No,No,,,,,1187,819.03,896.4224,2,1,,1950mm,760mm,930mm
Frozen Display,Glass Lid Chest Freezers,Display Chest Freezers,DD240 VISIMAX,DD240 Visimax,Split Level Display Freezer,Grey/White,0.636363636,R404a,240,Manual,,,Aluminium,Grey/White,13 Amp,5.8,450,45,30C at 55% RH,,4,223ltr,12.25,1245,1010,877,87,382/481,890,364/419,1320,1100,950,105,*Dual layer *Static cooling*Flat sliding lids*Rollers*Interior light with switch*Light canopy with switch*Defrost drain*Heated glass frames*Dividers 4 per level,,dd240-12.jpg,DD240 Visimax,dd240-pkd-12.jpg,DD240 Visimax Packed,,,107a.pdf,,Tefcold,,GROUP 2,No,No,,"Ideal for supermarkets and convenience stores. The Tefcold DD240 visimax makes an excellent frozen impulse display for selling ice cream and lollies. Its dual level system give easy access for both adults and children, whilst giving good product capacity. The cabinet is supplied with 4 dividers on each level to help create an easy to manage display. The unit comes on castors as standard to make for easy movement and for cleaning underneath.",,,1992,1374.48,1504.3584,2,1,,1010mm,877mm,1245mm
