Product Code,Generic Product Type,Product Group,Catalogue Description,Additional Description,Product Type,Related Products,Gas or Electric,Power/Load,Height (mm),Width (mm),Depth (mm),Web USPs,Spec Sheet Code,UK (Jan 16),Weight (kg),Image Code,product_type_id,product_range_id,Width Feature,Depth Feature,Height Feature,Nett Price
OG7502/N,Cooking Equipment,Opus 700,Atmospheric Steamer,6 x 2/1GN capacity,Atmospheric Steamers,,Gas,13 kW,1600,600,950,* Generous 0.27 cu.m. (9.4 cu.ft.) capacity<br>* 2/1GN compatible<br>* Six shelf positions and removable shelf supports - versatile and easy to clean<br>* 304 grade oven interior for long service life<br>* Thermostatic control and boil dry protection for trouble free operation<br>* Reversible doors for easy installation<br>* Mechanical self-fill water system means no electrical requirement,OPUSGASATMOS,4337,156,OG7502.jpg,44,135,600mm,950mm,1600mm,2493.775
OG7502/P,Cooking Equipment,Opus 700,Atmospheric Steamer,6 x 2/1GN capacity,Atmospheric Steamers,,Gas,13 kW,1600,600,950,* Generous capacity - 2/1GN compatible<br>* Six shelf positions and removable shelf supports - versatile and easy to clean<br>* 304 grade oven interior for long service life<br>* Thermostatic control and boil dry protection for trouble free operation<br>* Reversible doors for easy installation<br>* Mechanical self-fill water system means no electrical requirement,OPUSGASATMOS,4337,123,OG7502.jpg,44,135,600mm,950mm,1600mm,2493.775
OE7108/F,Cooking Equipment,Opus 700,Fryer (Free Standing),Single tank with filtration,Fryers (Free Standing),BA83 OA7937,electric,22 kW,1050,600,737,* With onboard filtration<br>* Accurate close tolerance thermostat for consistent results<br>* Inclined base to tanks and large bore drain for easy drain down<br>*Efficient built in filtration system extends oil life by up to 75%<br>* Hinged lift out element with safety interlock for easy tank access and cleaning<br>* Fully welded tanks for ease of cleaning<br>* Heavy duty spun wire nickel plated basket supplied as standard,OPUSELECFILTFRY,4690,102,OE7108-F.jpg,87,140,600mm,737mm,1050mm,2696.75
OE7113/F,Cooking Equipment,Opus 700,Fryer (Free Standing),Twin tank with filtration,Fryers (Free Standing),BA122 OA7937,electric,12 kW x 2,1050,600,737,* With onboard filtration<br>* Accurate close tolerance thermostat for consistent results<br>* Inclined base to tanks and large bore drain for easy drain down<br>*Efficient built in filtration system extends oil life by up to 75%<br>* Hinged lift out element with safety interlock for easy tank access and cleaning<br>* Fully welded tanks for ease of cleaning<br>* Heavy duty spun wire nickel plated basket supplied as standard,OPUSELECFILTFRY,4903,108,OE7113-F.jpg,87,140,600mm,737mm,1050mm,2819.225
HB1,Merchandisers and Display Cases,Seal,Heated Display Base,,Heated Display Bases,,electric,500W,115,381,531,* Thermostatic control allows base heat to be adjusted to suit a variety of food products <br>* Minimum food holding temperature of 72°C <br>* Aluminium surface for energy-efficient heat conduction <br>* Accepts 1/1GN containers - for tempting displays of hot food direct from the oven <br>* Robust stainless steel construction - hygienic and easy to clean <br>* Affordable choice where overhead heat and illumination is not required for example where covered dishes are served <br>* Optional bain marie adaptor holds 2/3GN containers for added flexibility,SEAL-HB,277,7,HB2.jpg,30,189,381mm,531mm,115mm,159.275
LRB3W,Cooking Equipment,Lynx 400,Bain Marie,3 round pots (wet or dry),Bains Marie,,electric,0.75 kW,245,850,400,* Perfect for holding sauces soups gravy and pre-cooked foods for up to 2 hours at serving temperature <br>* Adjustable heat control gives added versatility <br>* Stainless steel round pots and lids included as standard<br>* Dry or wet heat operation from a single unit - added versatility,LYNXBAINSPOT,428,17,LRB3_LRB3W.jpg,78,165,850mm,400mm,245mm,246.1
LCO,Cooking Equipment,Lynx 400,Convection Oven,Countertop,Convection Ovens,,electric,2.5 kW,371,555,488,* Ideal for pubs leisure clubs café’s wishing to offer hot food where kitchen space is limited. Allows you to offer hot pies pastries pizzas and the like <br>* Fan assisted for uniform heat and consistent cooking results - perfect for smaller bake-off use and for roasting <br>* Double-glazed glass door and internal light for safe energy-efficient operation <br>* Two removable chromed rod shelves <br>* Vitreous enamelled interior for easy cleaning <br>* Robust door hinges and positive door catch <br>* User-replaceable inner door glass light bulb and door seal - avoids costly service calls for routine maintenance,LYNXCONVOVEN,624,26,LCO.jpg,96,169,555mm,488mm,371mm,358.8
LCG,Cooking Equipment,Lynx 400,Contact Grill,Single - smooth top and bottom,Contact Grills,,electric,2.25 kW,165,293,400,"* Compact model with smooth plates - ideal where space is limited <br>* Ideal for fast cooking of meat products  <br>* 1 kW element in upper plate and 1.25 kW in lower plate gives balanced cooking - no need to turn food <br>* Enamelled cast iron plates give excellent heat retention and are easy to clean <br>* Well balanced smooth action mechanism with positive ""park"" position for safe and easy operation <br>* Fast heat up from cold <br>* Thermostatic control for accurate repeatable results <br>* Compact low-profile design - gives a comfortable working height when used on a typical 900mm high worktop",LYNXPANINI,417,20,LCG.jpg,13,168,293mm,400mm,165mm,239.775
LPG,Cooking Equipment,Lynx 400,Panini Grill,Single - ribbed top and bottom,Panini Grills,,electric,2.25 kW,165,293,400,"* Compact model with ribbed plates - ideal where space is limited <br>* Ideal for panini <br>* 1 kW element in upper plate and 1.25 kW in lower plate gives balanced cooking - no need to turn food <br>* Enamelled cast iron plates give excellent heat retention and are easy to clean <br>* Well balanced smooth action mechanism with positive ""park"" position for safe and easy operation <br>* Fast heat up from cold <br>* Thermostatic control for accurate repeatable results <br>* Compact low-profile design - gives a comfortable working height when used on a typical 900mm high worktop",LYNXPANINI,417,20,LPG.jpg,13,172,293mm,400mm,165mm,239.775
LRG,Cooking Equipment,Lynx 400,Ribbed Grill,Single - ribbed top smooth bottom,Contact Grills,,electric,2.25 kW,165,293,400,"* Compact model with ribbed upper plate and smooth lower plate  - ideal where space is limited <br>* 1 kW element in upper plate and 1.25 kW in lower plate gives balanced cooking - no need to turn food <br>* Enamelled cast iron plates give excellent heat retention and are easy to clean <br>* Well balanced smooth action mechanism with positive ""park"" position for safe and easy operation <br>* Fast heat up from cold <br>* Thermostatic control for accurate repeatable results <br>* Compact low-profile design - gives a comfortable working height when used on a typical 900mm high worktop",LYNXPANINI,417,20,LRG.jpg,13,168,293mm,400mm,165mm,239.775
UMSO50D,Merchandisers and Display Cases,Seal,Upright Heated Merchandiser with Oven,With 2 doors,Upright Merchandisers with Oven,,electric,2900 W,925,565,565,"* Combination model with oven and merchandiser in one convenient counter-top unit <br>* Merchandiser holds food at a minimum temperature of 72°C <br>* Thermostatic control of merchandiser up to 95°C <br>* Robust stainless steel construction - hygienic and easy to clean <br>* Square static chrome plated rack for attractive appearance and ease of cleaning <br>* Toughened safety glass sides and hinged safety glass door with stay-cool handles for safe and efficient back service operation <br>* Humidity feature keeps food in perfect condition for longer minimising waste <br>* Diffused twin lights for even attractive illumination <br>* User-replaceable light bulbs and removable control panel for lower service costs <br>* Chrome-plated rod shelf and removable internal base to oven <br>* Drop-down door for easy access to oven interior <br>* Thermostatically-controlled oven with 50° - 250°C range for accurate reliable cooking <br>* Fully-insulated oven - maintains safe lower exterior side wall temperatures
Suitable for self-service applications",SEAL-UMO,1375,47,UMSO50.jpg,104,193,565mm,565mm,925mm,790.625
LCG2,Cooking Equipment,Lynx 400,Contact Grill,Double - smooth top and bottom,Contact Grills,,electric,2.25 kW x 2,165,623,400,"* Twin head model with smooth plates - ideal where space is limited <br>* Ideal for fast cooking of meat products  <br>* 1 kW element in upper plate and 1.25 kW in lower plate gives balanced cooking - no need to turn food <br>* Enamelled cast iron plates give excellent heat retention and are easy to clean <br>* Well balanced smooth action mechanism with positive ""park"" position for safe and easy operation <br>* Fast heat up from cold <br>* Thermostatic control for accurate repeatable results <br>* Compact low-profile design - gives a comfortable working height when used on a typical 900mm high worktop",LYNXPANINI,721,37,LCG2.jpg,13,168,623mm,400mm,165mm,414.575
LPG2,Cooking Equipment,Lynx 400,Panini Grill,Double - ribbed top and bottom,Panini Grills,,electric,2.25 kW x 2,165,623,400,"* Twin head model with ribbed plates - ifor additional cooking capacity <br>* Ideal for panini <br>* 1 kW element in upper plate and 1.25 kW in lower plate gives balanced cooking - no need to turn food <br>* Enamelled cast iron plates give excellent heat retention and are easy to clean <br>* Well balanced smooth action mechanism with positive ""park"" position for safe and easy operation <br>* Fast heat up from cold <br>* Thermostatic control for accurate repeatable results <br>* Compact low-profile design - gives a comfortable working height when used on a typical 900mm high worktop",LYNXPANINI,721,40,LPG2.jpg,13,172,623mm,400mm,165mm,414.575
LRG2,Cooking Equipment,Lynx 400,Ribbed Grill,Double - ribbed top smooth bottom,Contact Grills,,electric,2.25 kW x 2,165,623,400,"* Twin head model with ribbed upper plate and smooth lower plate  - ideal where space is limited <br>* 1 kW element in upper plate and 1.25 kW in lower plate gives balanced cooking - no need to turn food <br>* Enamelled cast iron plates give excellent heat retention and are easy to clean <br>* Well balanced smooth action mechanism with positive ""park"" position for safe and easy operation <br>* Fast heat up from cold <br>* Thermostatic control for accurate repeatable results <br>* Compact low-profile design - gives a comfortable working height when used on a typical 900mm high worktop",LYNXPANINI,721,40,LRG2.jpg,13,168,623mm,400mm,165mm,414.575
GG1P,Cooking Equipment,Lynx 400,Panini Grill,Large - ribbed top and bottom,Contact Grills,OS1 SS1,electric,3 kW,260,390,380,,LYNXGG1,868,22,GG1P.jpg,13,172,390mm,380mm,260mm,499.1
BA158,Accessories & Options,Accessories & Options,Half size basket insert for LPB (requires two per basket),,Accessory - Other,,,,,,,,,33,,,114,206,,,,18.975
LMO9/N,Cooking Equipment,Medium Duty Ovens and Ranges,General Purpose Oven,,General Purpose Ovens,,gas,8 kW,880,900,700,* Single large 8kW fully enamelled oven with removable base plate<br>* Precise thermostatic control from 150 to 265 degrees C<br>* Can accommodate 2 x 1/1 GN per shelf<br>* Three chrome plated shelves included,GENPURPOSE,1776,118,LMO9.jpg,59,146,900mm,700mm,880mm,1021.2
LMO9/P,Cooking Equipment,Medium Duty Ovens and Ranges,General Purpose Oven,,General Purpose Ovens,,gas,8 kW,880,900,700,* Single large 8kW fully enamelled oven with removable base plate<br>* Precise thermostatic control from 150 to 265 degrees C<br>* Can accommodate 2 x 1/1 GN per shelf<br>* Three chrome plated shelves included,GENPURPOSE,1776,118,LMO9.jpg,59,146,900mm,700mm,880mm,1021.2
LMD9/N,Cooking Equipment,Medium Duty Ovens and Ranges,Two Tier General Purpose Oven,,General Purpose Ovens,,gas,16 kW,1630,900,700,* Two large 8kW fully enamelled ovens with removable base plate<br>* Precise thermostatic control from 150 to 265 degrees C<br>* Can accommodate 2 x 1/1 GN per shelf<br>* Six chrome plated shelves included,GENPURPOSE,3146,235,LMD9.jpg,59,146,900mm,700mm,1630mm,1808.95
LMD9/P,Cooking Equipment,Medium Duty Ovens and Ranges,Two Tier General Purpose Oven,,General Purpose Ovens,,gas,16 kW,1630,900,700,* Two large 8kW fully enamelled ovens with removable base plate<br>* Precise thermostatic control from 150 to 265 degrees C<br>* Can accommodate 2 x 1/1 GN per shelf<br>* Six chrome plated shelves included,GENPURPOSE,3146,235,LMD9.jpg,59,146,900mm,700mm,1630mm,1808.95
OA7940,Accessories & Options,Accessories & Options,Flue extension,for model OG7001,Accessory - Other,,,,,,,,,45,,,114,206,,,,25.875
OA7941,Accessories & Options,Accessories & Options,Flue extension,for model OG7002,Accessory - Other,,,,,,,,,50,,,114,206,,,,28.75
BR51,Accessories & Options,Accessories & Options,Wall bracket for AS3/AS4,,Accessory - Other,,,,,,,,,50,,,114,206,,,,28.75
SLS6V,Stainless Steel Fabrication/Furniture,Silverlink 600,Stand,,Stands,,,,650-675,600,567,Designed to support a V6 oven * Sturdy robust stainless steel construction with fully welded joints<br>* Multiple counter-top units may be supported on a single base<br>* Adjustable legs provide stability on uneven floors<br>* No dirt traps means quick easy cleaning,S-LINKSTANDS,300,12,SLS6.jpg,40,162,600mm,567mm,650-675mm,172.5
SLS7V,Stainless Steel Fabrication/Furniture,Silverlink 600,Stand,,Stands,,,,650-675,750,567,* Designed to support a V7 oven * Sturdy robust stainless steel construction with fully welded joints<br>* Multiple counter-top units may be supported on a single base<br>* Adjustable legs provide stability on uneven floors<br>* No dirt traps means quick easy cleaning,S-LINKSTANDS,349,13,SLS6.jpg,40,162,750mm,567mm,650-675mm,200.675
V6/T,Accessories & Options,Accessories & Options,Oven Top,,Accessory - Other,,,,,600,600,,,75,,,114,206,600mm,600mm,,43.125
OE7503,Cooking Equipment,Opus 700,Atmospheric Steamer,6 x 2/1GN capacity,Atmospheric Steamers,,electric,9kW,1600,600,950,* Generous 0.27 cu.m. (9.4 cu.ft.) capacity<br>* 2/1GN compatible<br>* Six shelf positions and removable shelf supports - versatile and easy to clean<br>* Reliable automatic electronic water level control<br>* 304 grade oven interior for long service life<br>* Thermostatic control and boil dry protection for trouble free operation<br>* Reversible doors for easy installation<br>*Mechanical self-fill water system,OPUSELECSATMOS,4007,137,OE7503.jpg,45,135,600mm,950mm,1600mm,2304.025
ECO8,Cooking Equipment,Convection Ovens,Convection oven,3 grid,Ovens,ECO8/FS ECO8/LFS ECO8/SK,electric,3 kW,551,787,644,* Efficient air circulation with twin fans for fast and even cooking<br>* Robust stainless steel construction<br>* Cook and hold facility<br>* Accepts 1/1GN containers for convenient operation<br>* Water injection facility gives a professional finish to breads and pastries<br>* Double-glazed door for energy efficiency<br>* Stackable to make best use of limited space,CONVOVENS,1705,74,ECO8.jpg,96,176,787mm,644mm,551mm,980.375
ECO9,Cooking Equipment,Convection Ovens,Convection oven,4 grid,Ovens,ECO8/FS ECO8/LFS ECO8/SK ECO9/FSBT,electric,7.5 kW,629,766,811,* High power oven - ideal for bake-off<br>* Efficient air circulation with twin fans for fast and even cooking<br>* Robust stainless steel construction<br>* Cook and hold facility<br>* Accepts 1/1GN containers for convenient operation<br>* Water injection facility gives a professional finish to breads and pastries<br>* Double-glazed door for energy efficiency<br>* Stackable to make best use of limited space,CONVOVENS,2670,84,ECO9.jpg,96,176,766mm,811mm,629mm,1535.25
